Week_end,Indicator,High_industry,Value
2021-04-25,Weekly earnings - lower quartile - 20 days,A Primary,674.96
2021-04-25,Weekly earnings - lower quartile - 20 days,B Goods Producing,913.87
2021-04-25,Weekly earnings - lower quartile - 20 days,C Services,650.0
2021-04-25,Weekly earnings - lower quartile - 20 days,Z No Match,438.45
2021-05-02,Number of paid jobs - 20 days,Total,2000640.0
2021-05-02,Number of paid jobs - 20 days,A Primary,81590.0
2021-05-02,Number of paid jobs - 20 days,B Goods Producing,370880.0
2021-05-02,Number of paid jobs - 20 days,C Services,1493440.0
2021-05-02,Number of paid jobs - 20 days,Z No Match,54740.0
2021-05-02,Weekly earnings - median - 20 days,Total,1060.89
2021-05-02,Weekly earnings - median - 20 days,A Primary,1023.75
2021-05-02,Weekly earnings - median - 20 days,B Goods Producing,1183.57
2021-05-02,Weekly earnings - median - 20 days,C Services,1041.88
2021-05-02,Weekly earnings - median - 20 days,Z No Match,700.32
2021-05-02,Weekly earnings - upper quartile - 20 days,Total,1500.0
2021-05-02,Weekly earnings - upper quartile - 20 days,A Primary,1346.15
2021-05-02,Weekly earnings - upper quartile - 20 days,B Goods Producing,1537.61
2021-05-02,Weekly earnings - upper quartile - 20 days,C Services,1519.0
2021-05-02,Weekly earnings - upper quartile - 20 days,Z No Match,1004.66
2021-05-02,Weekly earnings - lower quartile - 20 days,Total,700.94
2021-05-02,Weekly earnings - lower quartile - 20 days,A Primary,680.2
2021-05-02,Weekly earnings - lower quartile - 20 days,B Goods Producing,916.42
2021-05-02,Weekly earnings - lower quartile - 20 days,C Services,649.92
2021-05-02,Weekly earnings - lower quartile - 20 days,Z No Match,425.65
2021-05-09,Number of paid jobs - 20 days,Total,1994420.0
2021-05-09,Number of paid jobs - 20 days,A Primary,79840.0
2021-05-09,Number of paid jobs - 20 days,B Goods Producing,368730.0
2021-05-09,Number of paid jobs - 20 days,C Services,1490460.0
2021-05-09,Number of paid jobs - 20 days,Z No Match,55380.0
2021-05-09,Weekly earnings - median - 20 days,Total,1023.0
2021-05-09,Weekly earnings - median - 20 days,A Primary,1016.93
2021-05-09,Weekly earnings - median - 20 days,B Goods Producing,1188.0
2021-05-09,Weekly earnings - median - 20 days,C Services,990.29
2021-05-09,Weekly earnings - median - 20 days,Z No Match,667.91
2021-05-09,Weekly earnings - upper quartile - 20 days,Total,1445.09
2021-05-09,Weekly earnings - upper quartile - 20 days,A Primary,1335.16
2021-05-09,Weekly earnings - upper quartile - 20 days,B Goods Producing,1538.46
2021-05-09,Weekly earnings - upper quartile - 20 days,C Services,1442.31
2021-05-09,Weekly earnings - upper quartile - 20 days,Z No Match,973.98
2021-05-09,Weekly earnings - lower quartile - 20 days,Total,617.12
2021-05-09,Weekly earnings - lower quartile - 20 days,A Primary,685.53
2021-05-09,Weekly earnings - lower quartile - 20 days,B Goods Producing,920.0
2021-05-09,Weekly earnings - lower quartile - 20 days,C Services,543.84
2021-05-09,Weekly earnings - lower quartile - 20 days,Z No Match,412.92
2021-05-16,Number of paid jobs - 20 days,Total,1996360.0
2021-05-16,Number of paid jobs - 20 days,A Primary,79060.0
2021-05-16,Number of paid jobs - 20 days,B Goods Producing,367850.0
2021-05-16,Number of paid jobs - 20 days,C Services,1493270.0
2021-05-16,Number of paid jobs - 20 days,Z No Match,56180.0
2021-05-16,Weekly earnings - median - 20 days,Total,1052.19
2021-05-16,Weekly earnings - median - 20 days,A Primary,1000.0
2021-05-16,Weekly earnings - median - 20 days,B Goods Producing,1184.0
2021-05-16,Weekly earnings - median - 20 days,C Services,1030.5
2021-05-16,Weekly earnings - median - 20 days,Z No Match,672.0
2021-05-16,Weekly earnings - upper quartile - 20 days,Total,1487.5
2021-05-16,Weekly earnings - upper quartile - 20 days,A Primary,1320.0
2021-05-16,Weekly earnings - upper quartile - 20 days,B Goods Producing,1538.46
2021-05-16,Weekly earnings - upper quartile - 20 days,C Services,1500.0
2021-05-16,Weekly earnings - upper quartile - 20 days,Z No Match,978.39
2021-05-16,Weekly earnings - lower quartile - 20 days,Total,690.0
2021-05-16,Weekly earnings - lower quartile - 20 days,A Primary,650.7
2021-05-16,Weekly earnings - lower quartile - 20 days,B Goods Producing,914.3
2021-05-16,Weekly earnings - lower quartile - 20 days,C Services,640.0
2021-05-16,Weekly earnings - lower quartile - 20 days,Z No Match,411.96
2021-05-23,Number of paid jobs - 20 days,Total,2000090.0
2021-05-23,Number of paid jobs - 20 days,A Primary,78780.0
2021-05-23,Number of paid jobs - 20 days,B Goods Producing,369500.0
2021-05-23,Number of paid jobs - 20 days,C Services,1497920.0
2021-05-23,Number of paid jobs - 20 days,Z No Match,53890.0
2021-05-23,Weekly earnings - median - 20 days,Total,1053.0
2021-05-23,Weekly earnings - median - 20 days,A Primary,1006.25
2021-05-23,Weekly earnings - median - 20 days,B Goods Producing,1192.72
2021-05-23,Weekly earnings - median - 20 days,C Services,1028.8
2021-05-23,Weekly earnings - median - 20 days,Z No Match,661.3
2021-05-23,Weekly earnings - upper quartile - 20 days,Total,1491.93
2021-05-23,Weekly earnings - upper quartile - 20 days,A Primary,1336.99
2021-05-23,Weekly earnings - upper quartile - 20 days,B Goods Producing,1552.1
2021-05-23,Weekly earnings - upper quartile - 20 days,C Services,1499.27
2021-05-23,Weekly earnings - upper quartile - 20 days,Z No Match,961.28
2021-05-23,Weekly earnings - lower quartile - 20 days,Total,689.86
2021-05-23,Weekly earnings - lower quartile - 20 days,A Primary,681.94
2021-05-23,Weekly earnings - lower quartile - 20 days,B Goods Producing,919.02
2021-05-23,Weekly earnings - lower quartile - 20 days,C Services,637.0
2021-05-23,Weekly earnings - lower quartile - 20 days,Z No Match,410.27
2021-05-30,Number of paid jobs - 20 days,Total,1998580.0
2021-05-30,Number of paid jobs - 20 days,A Primary,78540.0
2021-05-30,Number of paid jobs - 20 days,B Goods Producing,368030.0
2021-05-30,Number of paid jobs - 20 days,C Services,1497520.0
2021-05-30,Number of paid jobs - 20 days,Z No Match,54480.0
2021-05-30,Weekly earnings - median - 20 days,Total,1054.22
2021-05-30,Weekly earnings - median - 20 days,A Primary,1012.0
2021-05-30,Weekly earnings - median - 20 days,B Goods Producing,1179.45
2021-05-30,Weekly earnings - median - 20 days,C Services,1033.55
2021-05-30,Weekly earnings - median - 20 days,Z No Match,663.78
2021-05-30,Weekly earnings - upper quartile - 20 days,Total,1490.5
2021-05-30,Weekly earnings - upper quartile - 20 days,A Primary,1346.0
2021-05-30,Weekly earnings - upper quartile - 20 days,B Goods Producing,1537.25
2021-05-30,Weekly earnings - upper quartile - 20 days,C Services,1502.85
2021-05-30,Weekly earnings - upper quartile - 20 days,Z No Match,961.92
2021-05-30,Weekly earnings - lower quartile - 20 days,Total,691.43
2021-05-30,Weekly earnings - lower quartile - 20 days,A Primary,686.7
2021-05-30,Weekly earnings - lower quartile - 20 days,B Goods Producing,912.0
2021-05-30,Weekly earnings - lower quartile - 20 days,C Services,642.29
2021-05-30,Weekly earnings - lower quartile - 20 days,Z No Match,410.0
2021-06-06,Number of paid jobs - 20 days,Total,2003450.0
2021-06-06,Number of paid jobs - 20 days,A Primary,78250.0
2021-06-06,Number of paid jobs - 20 days,B Goods Producing,368210.0
2021-06-06,Number of paid jobs - 20 days,C Services,1501310.0
2021-06-06,Number of paid jobs - 20 days,Z No Match,55670.0
2021-06-06,Weekly earnings - median - 20 days,Total,1053.0
2021-06-06,Weekly earnings - median - 20 days,A Primary,1020.0
2021-06-06,Weekly earnings - median - 20 days,B Goods Producing,1170.0
2021-06-06,Weekly earnings - median - 20 days,C Services,1034.0
2021-06-06,Weekly earnings - median - 20 days,Z No Match,665.37
2021-06-06,Weekly earnings - upper quartile - 20 days,Total,1485.46
2021-06-06,Weekly earnings - upper quartile - 20 days,A Primary,1346.15
2021-06-06,Weekly earnings - upper quartile - 20 days,B Goods Producing,1528.18
2021-06-06,Weekly earnings - upper quartile - 20 days,C Services,1500.0
2021-06-06,Weekly earnings - upper quartile - 20 days,Z No Match,966.71
2021-06-06,Weekly earnings - lower quartile - 20 days,Total,690.0
2021-06-06,Weekly earnings - lower quartile - 20 days,A Primary,691.74
2021-06-06,Weekly earnings - lower quartile - 20 days,B Goods Producing,907.5
2021-06-06,Weekly earnings - lower quartile - 20 days,C Services,640.0
2021-06-06,Weekly earnings - lower quartile - 20 days,Z No Match,406.36
2021-06-13,Number of paid jobs - 20 days,Total,2002340.0
2021-06-13,Number of paid jobs - 20 days,A Primary,76770.0
2021-06-13,Number of paid jobs - 20 days,B Goods Producing,369730.0
2021-06-13,Number of paid jobs - 20 days,C Services,1499520.0
2021-06-13,Number of paid jobs - 20 days,Z No Match,56320.0
2021-06-13,Weekly earnings - median - 20 days,Total,1060.0
2021-06-13,Weekly earnings - median - 20 days,A Primary,1040.0
2021-06-13,Weekly earnings - median - 20 days,B Goods Producing,1187.66
2021-06-13,Weekly earnings - median - 20 days,C Services,1041.67
2021-06-13,Weekly earnings - median - 20 days,Z No Match,669.54
2021-06-13,Weekly earnings - upper quartile - 20 days,Total,1499.39
2021-06-13,Weekly earnings - upper quartile - 20 days,A Primary,1358.17
2021-06-13,Weekly earnings - upper quartile - 20 days,B Goods Producing,1538.63
2021-06-13,Weekly earnings - upper quartile - 20 days,C Services,1510.29
2021-06-13,Weekly earnings - upper quartile - 20 days,Z No Match,972.71
2021-06-13,Weekly earnings - lower quartile - 20 days,Total,700.0
2021-06-13,Weekly earnings - lower quartile - 20 days,A Primary,715.0
2021-06-13,Weekly earnings - lower quartile - 20 days,B Goods Producing,920.0
2021-06-13,Weekly earnings - lower quartile - 20 days,C Services,648.57
2021-06-13,Weekly earnings - lower quartile - 20 days,Z No Match,412.5
2021-06-20,Number of paid jobs - 20 days,Total,2002140.0
2021-06-20,Number of paid jobs - 20 days,A Primary,75920.0
2021-06-20,Number of paid jobs - 20 days,B Goods Producing,368540.0
2021-06-20,Number of paid jobs - 20 days,C Services,1501420.0
2021-06-20,Number of paid jobs - 20 days,Z No Match,56260.0
2021-06-20,Weekly earnings - median - 20 days,Total,1052.35
2021-06-20,Weekly earnings - median - 20 days,A Primary,1010.01
2021-06-20,Weekly earnings - median - 20 days,B Goods Producing,1179.4
2021-06-20,Weekly earnings - median - 20 days,C Services,1032.0
2021-06-20,Weekly earnings - median - 20 days,Z No Match,650.0
2021-06-20,Weekly earnings - upper quartile - 20 days,Total,1491.96
2021-06-20,Weekly earnings - upper quartile - 20 days,A Primary,1340.0
2021-06-20,Weekly earnings - upper quartile - 20 days,B Goods Producing,1538.46
2021-06-20,Weekly earnings - upper quartile - 20 days,C Services,1502.83
2021-06-20,Weekly earnings - upper quartile - 20 days,Z No Match,956.91
2021-06-20,Weekly earnings - lower quartile - 20 days,Total,687.12
2021-06-20,Weekly earnings - lower quartile - 20 days,A Primary,680.86
2021-06-20,Weekly earnings - lower quartile - 20 days,B Goods Producing,910.52
2021-06-20,Weekly earnings - lower quartile - 20 days,C Services,639.49
2021-06-20,Weekly earnings - lower quartile - 20 days,Z No Match,400.0
2021-06-27,Number of paid jobs - 20 days,Total,2007700.0
2021-06-27,Number of paid jobs - 20 days,A Primary,75420.0
2021-06-27,Number of paid jobs - 20 days,B Goods Producing,368230.0
2021-06-27,Number of paid jobs - 20 days,C Services,1509060.0
2021-06-27,Number of paid jobs - 20 days,Z No Match,54980.0
2021-06-27,Weekly earnings - median - 20 days,Total,1055.87
2021-06-27,Weekly earnings - median - 20 days,A Primary,1019.99
2021-06-27,Weekly earnings - median - 20 days,B Goods Producing,1183.2
2021-06-27,Weekly earnings - median - 20 days,C Services,1034.92
2021-06-27,Weekly earnings - median - 20 days,Z No Match,663.93
2021-06-27,Weekly earnings - upper quartile - 20 days,Total,1496.92
2021-06-27,Weekly earnings - upper quartile - 20 days,A Primary,1346.15
2021-06-27,Weekly earnings - upper quartile - 20 days,B Goods Producing,1541.69
2021-06-27,Weekly earnings - upper quartile - 20 days,C Services,1506.0
2021-06-27,Weekly earnings - upper quartile - 20 days,Z No Match,964.71
2021-06-27,Weekly earnings - lower quartile - 20 days,Total,691.2
2021-06-27,Weekly earnings - lower quartile - 20 days,A Primary,694.33
2021-06-27,Weekly earnings - lower quartile - 20 days,B Goods Producing,910.14
2021-06-27,Weekly earnings - lower quartile - 20 days,C Services,644.0
2021-06-27,Weekly earnings - lower quartile - 20 days,Z No Match,412.61
2021-07-04,Number of paid jobs - 20 days,Total,2013580.0
2021-07-04,Number of paid jobs - 20 days,A Primary,75350.0
2021-07-04,Number of paid jobs - 20 days,B Goods Producing,367740.0
2021-07-04,Number of paid jobs - 20 days,C Services,1514040.0
2021-07-04,Number of paid jobs - 20 days,Z No Match,56460.0
2021-07-04,Weekly earnings - median - 20 days,Total,1056.71
2021-07-04,Weekly earnings - median - 20 days,A Primary,1032.29
2021-07-04,Weekly earnings - median - 20 days,B Goods Producing,1179.0
2021-07-04,Weekly earnings - median - 20 days,C Services,1036.69
2021-07-04,Weekly earnings - median - 20 days,Z No Match,661.29
2021-07-04,Weekly earnings - upper quartile - 20 days,Total,1500.0
2021-07-04,Weekly earnings - upper quartile - 20 days,A Primary,1353.82
2021-07-04,Weekly earnings - upper quartile - 20 days,B Goods Producing,1538.46
2021-07-04,Weekly earnings - upper quartile - 20 days,C Services,1510.38
2021-07-04,Weekly earnings - upper quartile - 20 days,Z No Match,966.08
2021-07-04,Weekly earnings - lower quartile - 20 days,Total,686.8
2021-07-04,Weekly earnings - lower quartile - 20 days,A Primary,700.0
2021-07-04,Weekly earnings - lower quartile - 20 days,B Goods Producing,907.5
2021-07-04,Weekly earnings - lower quartile - 20 days,C Services,639.44
2021-07-04,Weekly earnings - lower quartile - 20 days,Z No Match,402.49
2021-07-11,Number of paid jobs - 20 days,Total,2008780.0
2021-07-11,Number of paid jobs - 20 days,A Primary,76400.0
2021-07-11,Number of paid jobs - 20 days,B Goods Producing,367500.0
2021-07-11,Number of paid jobs - 20 days,C Services,1508380.0
2021-07-11,Number of paid jobs - 20 days,Z No Match,56500.0
2021-07-11,Weekly earnings - median - 20 days,Total,1060.0
2021-07-11,Weekly earnings - median - 20 days,A Primary,1032.46
2021-07-11,Weekly earnings - median - 20 days,B Goods Producing,1183.0
2021-07-11,Weekly earnings - median - 20 days,C Services,1042.35
2021-07-11,Weekly earnings - median - 20 days,Z No Match,679.25
2021-07-11,Weekly earnings - upper quartile - 20 days,Total,1506.5
2021-07-11,Weekly earnings - upper quartile - 20 days,A Primary,1350.0
2021-07-11,Weekly earnings - upper quartile - 20 days,B Goods Producing,1538.68
2021-07-11,Weekly earnings - upper quartile - 20 days,C Services,1524.0
2021-07-11,Weekly earnings - upper quartile - 20 days,Z No Match,984.5
2021-07-11,Weekly earnings - lower quartile - 20 days,Total,691.28
2021-07-11,Weekly earnings - lower quartile - 20 days,A Primary,713.0
2021-07-11,Weekly earnings - lower quartile - 20 days,B Goods Producing,910.0
2021-07-11,Weekly earnings - lower quartile - 20 days,C Services,642.86
2021-07-11,Weekly earnings - lower quartile - 20 days,Z No Match,420.3
2021-07-18,Number of paid jobs - 20 days,Total,2004660.0
2021-07-18,Number of paid jobs - 20 days,A Primary,76550.0
2021-07-18,Number of paid jobs - 20 days,B Goods Producing,367630.0
2021-07-18,Number of paid jobs - 20 days,C Services,1503770.0
2021-07-18,Number of paid jobs - 20 days,Z No Match,56710.0
2021-07-18,Weekly earnings - median - 20 days,Total,1060.8
2021-07-18,Weekly earnings - median - 20 days,A Primary,1017.68
2021-07-18,Weekly earnings - median - 20 days,B Goods Producing,1180.7
2021-07-18,Weekly earnings - median - 20 days,C Services,1045.5
2021-07-18,Weekly earnings - median - 20 days,Z No Match,687.3
2021-07-18,Weekly earnings - upper quartile - 20 days,Total,1512.0
2021-07-18,Weekly earnings - upper quartile - 20 days,A Primary,1346.15
2021-07-18,Weekly earnings - upper quartile - 20 days,B Goods Producing,1538.46
2021-07-18,Weekly earnings - upper quartile - 20 days,C Services,1534.0
2021-07-18,Weekly earnings - upper quartile - 20 days,Z No Match,993.94
2021-07-18,Weekly earnings - lower quartile - 20 days,Total,690.0
2021-07-18,Weekly earnings - lower quartile - 20 days,A Primary,695.64
2021-07-18,Weekly earnings - lower quartile - 20 days,B Goods Producing,908.73
2021-07-18,Weekly earnings - lower quartile - 20 days,C Services,640.0
2021-07-18,Weekly earnings - lower quartile - 20 days,Z No Match,430.2
2021-07-25,Number of paid jobs - 20 days,Total,2001810.0
2021-07-25,Number of paid jobs - 20 days,A Primary,77430.0
2021-07-25,Number of paid jobs - 20 days,B Goods Producing,369460.0
2021-07-25,Number of paid jobs - 20 days,C Services,1497620.0
2021-07-25,Number of paid jobs - 20 days,Z No Match,57300.0
2021-07-25,Weekly earnings - median - 20 days,Total,1072.75
2021-07-25,Weekly earnings - median - 20 days,A Primary,1040.0
2021-07-25,Weekly earnings - median - 20 days,B Goods Producing,1185.8
2021-07-25,Weekly earnings - median - 20 days,C Services,1052.02
2021-07-25,Weekly earnings - median - 20 days,Z No Match,776.53
2021-07-25,Weekly earnings - upper quartile - 20 days,Total,1523.02
2021-07-25,Weekly earnings - upper quartile - 20 days,A Primary,1359.63
2021-07-25,Weekly earnings - upper quartile - 20 days,B Goods Producing,1551.5
2021-07-25,Weekly earnings - upper quartile - 20 days,C Services,1534.34
2021-07-25,Weekly earnings - upper quartile - 20 days,Z No Match,1172.88
2021-07-25,Weekly earnings - lower quartile - 20 days,Total,700.0
2021-07-25,Weekly earnings - lower quartile - 20 days,A Primary,700.74
2021-07-25,Weekly earnings - lower quartile - 20 days,B Goods Producing,909.51
2021-07-25,Weekly earnings - lower quartile - 20 days,C Services,647.22
2021-07-25,Weekly earnings - lower quartile - 20 days,Z No Match,459.0
2021-08-01,Number of paid jobs - 20 days,Total,2019930.0
2021-08-01,Number of paid jobs - 20 days,A Primary,78190.0
2021-08-01,Number of paid jobs - 20 days,B Goods Producing,369620.0
2021-08-01,Number of paid jobs - 20 days,C Services,1517590.0
2021-08-01,Number of paid jobs - 20 days,Z No Match,54530.0
2021-08-01,Weekly earnings - median - 20 days,Total,1068.06
2021-08-01,Weekly earnings - median - 20 days,A Primary,1030.32
2021-08-01,Weekly earnings - median - 20 days,B Goods Producing,1185.6
2021-08-01,Weekly earnings - median - 20 days,C Services,1043.28
2021-08-01,Weekly earnings - median - 20 days,Z No Match,872.98
2021-08-01,Weekly earnings - upper quartile - 20 days,Total,1517.25
2021-08-01,Weekly earnings - upper quartile - 20 days,A Primary,1350.0
2021-08-01,Weekly earnings - upper quartile - 20 days,B Goods Producing,1540.94
2021-08-01,Weekly earnings - upper quartile - 20 days,C Services,1525.0
2021-08-01,Weekly earnings - upper quartile - 20 days,Z No Match,1280.0
2021-08-01,Weekly earnings - lower quartile - 20 days,Total,692.72
2021-08-01,Weekly earnings - lower quartile - 20 days,A Primary,691.03
2021-08-01,Weekly earnings - lower quartile - 20 days,B Goods Producing,912.0
2021-08-01,Weekly earnings - lower quartile - 20 days,C Services,633.5
2021-08-01,Weekly earnings - lower quartile - 20 days,Z No Match,481.53
2021-08-08,Number of paid jobs - 20 days,Total,2017060.0
2021-08-08,Number of paid jobs - 20 days,A Primary,77160.0
2021-08-08,Number of paid jobs - 20 days,B Goods Producing,368720.0
2021-08-08,Number of paid jobs - 20 days,C Services,1515710.0
2021-08-08,Number of paid jobs - 20 days,Z No Match,55470.0
2021-08-08,Weekly earnings - median - 20 days,Total,1068.93
2021-08-08,Weekly earnings - median - 20 days,A Primary,1040.0
2021-08-08,Weekly earnings - median - 20 days,B Goods Producing,1190.0
2021-08-08,Weekly earnings - median - 20 days,C Services,1050.0
2021-08-08,Weekly earnings - median - 20 days,Z No Match,734.59
2021-08-08,Weekly earnings - upper quartile - 20 days,Total,1515.3
2021-08-08,Weekly earnings - upper quartile - 20 days,A Primary,1358.9
2021-08-08,Weekly earnings - upper quartile - 20 days,B Goods Producing,1545.31
2021-08-08,Weekly earnings - upper quartile - 20 days,C Services,1529.56
2021-08-08,Weekly earnings - upper quartile - 20 days,Z No Match,1051.51
2021-08-08,Weekly earnings - lower quartile - 20 days,Total,698.25
2021-08-08,Weekly earnings - lower quartile - 20 days,A Primary,706.75
2021-08-08,Weekly earnings - lower quartile - 20 days,B Goods Producing,918.36
2021-08-08,Weekly earnings - lower quartile - 20 days,C Services,644.11
2021-08-08,Weekly earnings - lower quartile - 20 days,Z No Match,443.25
2021-08-15,Number of paid jobs - 20 days,Total,2019710.0
2021-08-15,Number of paid jobs - 20 days,A Primary,77230.0
2021-08-15,Number of paid jobs - 20 days,B Goods Producing,369830.0
2021-08-15,Number of paid jobs - 20 days,C Services,1516390.0
2021-08-15,Number of paid jobs - 20 days,Z No Match,56250.0
2021-08-15,Weekly earnings - median - 20 days,Total,1063.74
2021-08-15,Weekly earnings - median - 20 days,A Primary,1045.0
2021-08-15,Weekly earnings - median - 20 days,B Goods Producing,1186.12
2021-08-15,Weekly earnings - median - 20 days,C Services,1046.15
2021-08-15,Weekly earnings - median - 20 days,Z No Match,683.74
2021-08-15,Weekly earnings - upper quartile - 20 days,Total,1511.66
2021-08-15,Weekly earnings - upper quartile - 20 days,A Primary,1361.88
2021-08-15,Weekly earnings - upper quartile - 20 days,B Goods Producing,1547.48
2021-08-15,Weekly earnings - upper quartile - 20 days,C Services,1527.04
2021-08-15,Weekly earnings - upper quartile - 20 days,Z No Match,983.84
2021-08-15,Weekly earnings - lower quartile - 20 days,Total,691.57
2021-08-15,Weekly earnings - lower quartile - 20 days,A Primary,708.48
2021-08-15,Weekly earnings - lower quartile - 20 days,B Goods Producing,913.46
2021-08-15,Weekly earnings - lower quartile - 20 days,C Services,640.0
2021-08-15,Weekly earnings - lower quartile - 20 days,Z No Match,428.18
2021-08-22,Number of paid jobs - 20 days,Total,2017070.0
2021-08-22,Number of paid jobs - 20 days,A Primary,77320.0
2021-08-22,Number of paid jobs - 20 days,B Goods Producing,369980.0
2021-08-22,Number of paid jobs - 20 days,C Services,1513290.0
2021-08-22,Number of paid jobs - 20 days,Z No Match,56480.0
2021-08-22,Weekly earnings - median - 20 days,Total,1028.22
2021-08-22,Weekly earnings - median - 20 days,A Primary,1020.0
2021-08-22,Weekly earnings - median - 20 days,B Goods Producing,1090.12
2021-08-22,Weekly earnings - median - 20 days,C Services,1020.6
2021-08-22,Weekly earnings - median - 20 days,Z No Match,679.48
2021-08-22,Weekly earnings - upper quartile - 20 days,Total,1464.75
2021-08-22,Weekly earnings - upper quartile - 20 days,A Primary,1333.03
2021-08-22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1432.5
2021-08-22,Weekly earnings - upper quartile - 20 days,C Services,1509.62
2021-08-22,Weekly earnings - upper quartile - 20 days,Z No Match,980.18
2021-08-22,Weekly earnings - lower quartile - 20 days,Total,657.0
2021-08-22,Weekly earnings - lower quartile - 20 days,A Primary,690.0
2021-08-22,Weekly earnings - lower quartile - 20 days,B Goods Producing,850.0
2021-08-22,Weekly earnings - lower quartile - 20 days,C Services,607.86
2021-08-22,Weekly earnings - lower quartile - 20 days,Z No Match,434.05
2021-08-29,Number of paid jobs - 20 days,Total,2017170.0
2021-08-29,Number of paid jobs - 20 days,A Primary,77440.0
2021-08-29,Number of paid jobs - 20 days,B Goods Producing,368820.0
2021-08-29,Number of paid jobs - 20 days,C Services,1518170.0
2021-08-29,Number of paid jobs - 20 days,Z No Match,52740.0
2021-08-29,Weekly earnings - median - 20 days,Total,1007.5
2021-08-29,Weekly earnings - median - 20 days,A Primary,1028.92
2021-08-29,Weekly earnings - median - 20 days,B Goods Producing,1049.12
2021-08-29,Weekly earnings - median - 20 days,C Services,1005.71
2021-08-29,Weekly earnings - median - 20 days,Z No Match,675.0
2021-08-29,Weekly earnings - upper quartile - 20 days,Total,1442.31
2021-08-29,Weekly earnings - upper quartile - 20 days,A Primary,1346.15
2021-08-29,Weekly earnings - upper quartile - 20 days,B Goods Producing,1394.23
2021-08-29,Weekly earnings - upper quartile - 20 days,C Services,1489.6
2021-08-29,Weekly earnings - upper quartile - 20 days,Z No Match,961.54
2021-08-29,Weekly earnings - lower quartile - 20 days,Total,630.23
2021-08-29,Weekly earnings - lower quartile - 20 days,A Primary,703.12
2021-08-29,Weekly earnings - lower quartile - 20 days,B Goods Producing,800.0
2021-08-29,Weekly earnings - lower quartile - 20 days,C Services,600.0
2021-08-29,Weekly earnings - lower quartile - 20 days,Z No Match,452.32
2021-09-05,Number of paid jobs - 20 days,Total,2008620.0
2021-09-05,Number of paid jobs - 20 days,A Primary,78450.0
2021-09-05,Number of paid jobs - 20 days,B Goods Producing,369300.0
2021-09-05,Number of paid jobs - 20 days,C Services,1507870.0
2021-09-05,Number of paid jobs - 20 days,Z No Match,53010.0
2021-09-05,Weekly earnings - median - 20 days,Total,1022.0
2021-09-05,Weekly earnings - median - 20 days,A Primary,1043.44
2021-09-05,Weekly earnings - median - 20 days,B Goods Producing,1090.0
2021-09-05,Weekly earnings - median - 20 days,C Services,1012.42
2021-09-05,Weekly earnings - median - 20 days,Z No Match,670.06
2021-09-05,Weekly earnings - upper quartile - 20 days,Total,1461.68
2021-09-05,Weekly earnings - upper quartile - 20 days,A Primary,1365.38
2021-09-05,Weekly earnings - upper quartile - 20 days,B Goods Producing,1435.94
2021-09-05,Weekly earnings - upper quartile - 20 days,C Services,1500.48
2021-09-05,Weekly earnings - upper quartile - 20 days,Z No Match,959.11
2021-09-05,Weekly earnings - lower quartile - 20 days,Total,640.0
2021-09-05,Weekly earnings - lower quartile - 20 days,A Primary,700.0
2021-09-05,Weekly earnings - lower quartile - 20 days,B Goods Producing,838.69
2021-09-05,Weekly earnings - lower quartile - 20 days,C Services,600.0
2021-09-05,Weekly earnings - lower quartile - 20 days,Z No Match,441.26
